Y_GE60,T,MEI_E,EUR,LU	45514 p	41800 	42538 	42686 	40730 	39151 	38340 	37757 	35957 	34713 	33001 	32055 	30137 	30145 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,LV	5961 	5627 	5406 	5014 	4825 	4728 	4743 	5049 	4244 	3293 	2509 	2229 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,MK	: 	2648 	2490 	2394 	2276 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,MT	13066 	13059 	12429 	11886 	11364 	10800 	10350 	10164 	9135 	8628 	8690 	8089 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,NL	23728 b	23640 	22733 	23203 	22481 	22111 	21974 	21916 	20650 	19550 	18933 	18969 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,NO	44371 	46056 	47886 	46088 	42947 	38669 	33385 	35078 	32190 	29451 	29446 	30681 	25918 	26662 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,PL	6376 	6192 	5990 	5819 	5644 	5506 	4813 	5476 	4642 	4106 	3748 	3099 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,PT	10860 	10057 	10075 	10300 	10528 	10293 	10217 	9990 	9778 	9283 	8784 	8541 	7901 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,RO	2755 	3158 	2619 	2459 	2485 	2489 	2354 	2412 	2051 	1614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,RS	3137 	3140 	2939 	3010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,SE	27316 	26540 b	29136 	28033 	26061 	23611 	20697 	22053 	21459 	20152 	19417 	18779 	17685 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,SI	12371 	12574 	12317 	11893 	12297 	11989 	11750 	11722 	10723 	9875 	9068 	8699 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,SK	7219 	7118 	6984 	6868 	6765 	6589 	6120 	5519 	4487 	3828 	3433 	2795 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,TR	: 	4849 	4930 	4988 	4541 	4862 	4002 	4521 	4168 	4062 	3655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,EUR,UK	23212 	22961 	22276 	20151 	20741 b	18627 	18418 	17354 	19847 	21413 	20083 	19105 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,AT	26515 	25834 	25806 	24041 	24058 	23268 	22610 	21151 	20509 b	20314 	19510 	20382 	18801 	17300 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,BE	21598 	21515 	20974 	20615 	18754 	18790 	19491 	18321 	16492 	16364 	15577 	15086 	14323 	14082 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,BG	6681 b	6602 	7007 	6055 	5613 	5821 	5770 	4876 	4028 	2881 	2635 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,CH	50201 	51907 	50753 b	49647 	48787 	48731 	48794 	49018 	50077 	48885 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,CY	16671 	17454 	18093 	20047 	19157 	17728 	16973 	16378 	8851 b	8682 	7633 	6901 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,CZ	205309 	199826 	198679 	198215 	192959 	188508 	184378 	173748 	161030 	149323 	139129 	133654 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,DE	22138 	21599 	20834 	20972 	20745 	20546 	20124 	19587 	19616 	18855 	15987 	17370 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,DK	224070 	223745 	223358 	200865 	203222 	201270 b	183556 	172990 	171567 	167017 	156638 	151055 	148664 	160892 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EA	20908.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EA18	21035.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EA19	20908.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EE	7744 	7257 	6584 b	6103 	5706 	5539 	5593 	5617 	4754 	3960 	3422 	2935 	2608 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EL	8843 	8834 	8811 	9545 	10914 	11449 	13007 	12245 	11566 	11013 	10268 	9725 	8834 	8415 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,ES	16760 	16504 	16403 	16341 	16328 	15925 	16528 	16279 	15419 b	11817 	10827 	10423 	10067 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EU	63200.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EU27	63380.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,EU28	63200.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,FI	25106 	24841 	24484 	23899 	23216 	22183 	21823 	21112 	19850 	17926 	17215 	16863 	16116 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,FR	28267 	27820 	27586 	27058 	26778 	26178 	25396 	25444 	23758 b	18660 	17663 	18143 	17723 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,HR	43202 	42474 	40996 	40615 	40816 	40829 	41451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,HU	1676466 	1642278 	1548228 	1490665 	1422307 	1384255 	1337966 	1346135 	1249075 	1140442 	1059825 	966714 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,IE	: 	23894 	22655 	23047 	22646 	21845 	22909 	24374 	24101 	20957 	19212 	17505 	16660 	15291 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,IS	: 	4018102 	4076960 	3896177 	3656531 	3556314 	4141632 	4258841 	3139830 	2729520 	2514939 	2250741 	2007668 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,IT	19694 p	18985 	19064 	18897 	19017 	18526 	18375 	18010 	17266 	16692 	16076 	15588 	15279 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,LT	5849 	5341 	17448 	16803 	15251 	14451 	16363 	16861 	13884 	10882 	8644 	7473 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,LU	45514 p	41800 	42538 	42686 	40730 	39151 	38340 	37757 	35957 	34713 	33001 	32055 	30137 	30145 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,LV	5961 	5627 	5406 	5014 	4825 	4728 	4743 	5049 	4244 	3293 	2509 	2229 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,MK	: 	163174 	153319 	147306 	139905 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,MT	13066 	13059 	12429 	11886 	11364 	10800 	10350 	10164 	9135 	8628 	3736 	3462 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,NL	23728 b	23640 	22733 	23203 	22481 	22111 	21974 	21916 	20650 	19550 	18933 	18969 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,NO	397104 	384773 	373832 	344510 	334703 	309521 	291375 	288473 	258055 	237000 	235840 	256787 	207431 	200197 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,PL	26676 	25910 	25142 	24351 	23257 	21994 	20828 	19234 	17565 	15998 	15079 	14028 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,PT	10860 	10057 	10075 	10300 	10528 	10293 	10217 	9990 	9778 	9283 	8784 	8541 	7901 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,RO	12246 	14032 	11571 	10965 	10534 	10485 	9980 	8883 	6840 	5691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,RS	378791 	368355 	332563 	340521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,SE	255500 	241478 b	252072 	244004 	235323 	225188 	219785 	212049 	198496 	186498 	180230 	171348 	161362 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,SI	12371 	12574 	12317 	11893 	12297 	11989 	11750 	11722 	10723 	9875 	2172482 	2079740 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,SK	7219 	7118 	6984 	6868 	6765 	6589 	6120 	5519 	151564 	142545 	132511 	111872 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,TR	: 	14093 	12491 	11541 	10617 	9707 	8656 	8619 	7446 	7347 	6130 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,NAC,UK	19022 	18509 	17957 	17114 	16818 b	16166 	15800 	15462 	15804 	14654 	13691 	13064 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,AT	25205 	24413 	24084 	22768 	22728 	22143 	20955 	20121 	20001 b	19927 	19036 	19735 	18201 	16727 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,BE	20168 	19793 	18931 	18773 	17012 	17053 	17356 	16592 	15353 	15195 	14640 	14135 	13445 	13877 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,BG	7312 b	6973 	7308 	6248 	5718 	5954 	5756 	5072 	4520 	3283 	3116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,CH	28775 	28706 	27811 b	25983 	24250 	23851 	23476 	24028 	24380 	23088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,CY	19008 	19377 	19804 	21678 	21586 	19993 	18909 	18677 	17293 b	17186 	14894 	13319 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,CZ	12016 	11392 	11127 	11066 	10387 	9995 	9545 	9647 	9296 	8590 	8037 	7566 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,DE	22070 	21282 	20288 	20861 	20334 	19847 	18815 	18921 	19292 	18376 	15481 	16584 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,DK	22134 	21570 	21485 	19412 	19293 	19242 b	17238 	16609 	16775 	16182 	14977 	14550 	14178 	16180 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EA	20756.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EA18	20850.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EA19	20756.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EE	10624 	9597 	8431 b	7985 	7520 	7406 	7241 	7329 	6482 	5780 	5291 	4654 	4201 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EL	10408 	10340 	9879 	10314 	11545 	12119 	13698 	13449 	12885 	12368 	11635 	11102 	10287 	10494 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,ES	18591 	17879 	17548 	17219 	16841 	16491 	16912 	17125 	16608 b	12878 	11883 	11460 	11393 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EU	18719.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EU27	18805.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,EU28	18719.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,FI	20983 	20311 	19885 	19695 	18999 	18227 	17594 	17493 	16603 	14608 	13928 	13623 	12730 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,FR	27013 	25832 	25124 	24820 	24414 	23777 	22625 	22979 	21990 b	17193 	16325 	16502 	16115 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,HR	8750 	8419 	8013 	7884 	7512 	7452 	7399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,HU	9513 	9246 	8736 	8429 	8244 	7979 	7549 	7720 	7451 	7117 	6745 	6197 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,IE	: 	19505 	18607 	19421 	19041 	18454 	18804 	19105 	19043 	16832 	15498 	14042 	13206 	12155 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,IS	: 	21984 	22479 	22215 	21111 	20890 	23924 	28561 	24065 	21499 	20966 	18738 	16732 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,IT	19676 p	18444 	18453 	18395 	18441 	18301 	17525 	17580 	16850 	16020 	15354 	14858 	14745 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,LT	9614 	8507 	7958 	7543 	6848 	6584 	7078 	7405 	6702 	5497 	4565 	4045 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,LU	37779 p	34707 	35040 	35930 	33026 	32007 	31544 	32136 	31336 	31177 	29573 	31116 	29191 	29527 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,LV	8614 	7812 	7606 	6927 	6614 	6699 	6210 	6725 	6391 	5467 	4439 	4191 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,MK	: 	5692 	5240 	5023 	4892 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,MT	16293 	16145 	15066 	14798 	14492 	13949 	13263 	13138 	12106 	11538 	11622 	11069 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,NL	21913 b	21526 	20463 	21407 	20749 	20504 	20373 	20906 	20248 	18793 	18090 	17875 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,NO	32086 	31445 	30475 	28780 	27406 	25709 	23951 	25096 	23417 	21072 	20935 	22695 	18239 	17635 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,PL	11757 	11090 	10731 	10319 	9633 	9118 	8279 	7925 	7522 	6576 	6138 	5822 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,PT	13249 	12300 	12397 	12369 	12389 	11776 	11454 	11348 	11412 	10929 	10328 	9778 	9184 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,RO	5394 	5943 	4878 	4741 	4499 	4338 	4089 	3824 	3217 	2801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,RS	6458 	6224 	5575 	5939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,SE	22477 	21137 b	22146 	21774 	20733 	19729 	19230 	19475 	18565 	17012 	16310 	15469 	14319 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,SI	15555 	15400 	14818 	14262 	14477 	13928 	13365 	14160 	13595 	12881 	11829 	11447 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,SK	10913 	10496 	10057 	9757 	9570 	9378 	8365 	7641 	6333 	5406 	4787 	3940 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,TR	: 	8107 	7692 	7647 	7310 	6967 	6316 	6628 	5947 	6113 	5478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE60,T,MEI_E,PPS,UK	19241 	19417 	18335 	18074 	17798 b	17149 	17087 	17949 	19448 	19017 	18162 	17409 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,AT	22029 	21721 	21192 	20150 	19756 	18980 	18283 	17396 	16429 b	16480 	16122 	16358 	15401 	14092 	12257 	12264 	11679 	11720 	11463 	12128 	11528 
Y_GE65,F,MED_E,EUR,BE	17418 	17275 	16783 	16640 	15295 	15005 	14864 	14625 	13678 	13304 	12699 	12428 	12280 	11886 	11899 	11601 	10930 	10974 	10993 	10894 	10235 
Y_GE65,F,MED_E,EUR,BG	2438 b	2339 	2671 	2222 	2067 	2099 	2200 	1819 	1501 	1136 	1092 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,CH	35315 	31827 	30035 b	31056 	29402 	25280 	23840 	21288 	21037 	23117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,CY	11097 	10766 	10507 	12103 	11692 	11229 	10605 	9913 	9505 b	9211 	8409 	7562 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,CZ	6384 	6104 	6390 	6510 	6548 	6126 	5779 	5821 	4832 	4449 	3954 	3519 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,DE	18094 	17918 	17386 	17295 	17345 	17167 	16756 	16223 	16029 	15291 	14358 	14950 	: 	: 	14245 	13834 	13982 	13611 	13555 	13067 	12119 
Y_GE65,F,MED_E,EUR,DK	22449 	22489 	22139 	21339 	20964 	20577 b	18980 	18217 	17565 	17059 	16632 	15949 	15474 	14929 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,EA	16530 e	16243 e	16062 e	16020 e	15789 e	15442 e	: 	14830 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,EA18	16658 e	16370 	16062 	15928 	15698 	15351 	15144 	14689 	14163 	12926 	12311 	12291 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,EA19	16530 e	16243 	15935 	15800 	15570 	15221 	15020 	14566 	14038 	12810 	12199 	12177 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,EE	5343 	5030 	4711 b	4517 	4336 	4218 	4222 	4029 	3445 	2984 	2608 	2206 	1876 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,EL	7573 	7520 	7500 	8371 	9337 	8960 	10280 	9893 	9480 	8624 	8110 	7620 	7020 	6575 	5369 	5525 	4935 	4784 	4582 	4436 	3889 
Y_GE65,F,MED_E,EUR,ES	13262 	12990 	13060 	13043 	13003 	12414 	12769 	12803 	11575 b	9333 	8414 	8219 	8147 	: 	7743 	7041 	6703 	6309 	6271 	6012 	5880 
Y_GE65,F,MED_E,EUR,EU	14771 e	14589 e	14344 e	14030 e	13858 e	13241 e	: 	12678 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11644 e	11126 e	10656 e	10331 e	9819 e	9326 e	8907 e
Y_GE65,F,MED_E,EUR,EU27	14860 e	14677 	14430 	14117 	13944 	13323 	13049 	12678 	12362 	11628 	10951 e	10770 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,EU28	14771 e	14589 	14344 	14030 	13858 	13241 	12970 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,FI	19400 	19017 	18441 	18086 	17211 	16401 	16233 	14909 	14109 	13838 	13205 	12844 	12457 	: 	10728 	10284 	10181 	10021 	10174 	9873 	: 
Y_GE65,F,MED_E,EUR,FR	21441 	21287 	20857 	20638 	19678 	19375 	18525 	17969 	17444 b	14789 	14149 	14129 	13617 	: 	12761 	12529 	12206 	12116 	11880 	11581 	11194 
Y_GE65,F,MED_E,EUR,HR	4728 	4611 	4434 	4281 	4329 	4326 	4496 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,HU	4649 	4431 	4549 	4367 	4376 	4275 	4174 	4586 	4274 	3675 	3511 	3338 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,IE	: 	18696 	17575 	17539 	16506 	16852 	17338 	17016 	17016 	15176 	13891 	12492 	11427 	10633 	8459 	7447 	7373 	7087 	6494 	5858 	5972 
Y_GE65,F,MED_E,EUR,IS	: 	20255 	19459 	17935 	16996 	16583 	16565 	19546 	25713 	22515 	22231 	18335 	17202 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,IT	15897 p	15159 	15045 	14808 	14825 	14445 	14310 	13751 	13481 	12863 	12540 	12148 	11895 	: 	9616 	9400 	8695 	8293 	7351 	6760 	6893 
Y_GE65,F,MED_E,EUR,LT	4057 	3764 	3786 	3746 	3454 	3366 	3612 	3506 	2853 	2262 	1854 	1622 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,LU	38548 p	36216 	36364 	35598 	34024 	33039 	33245 	31640 	29979 	28929 	28545 	27884 	26553 	24977 	21846 	21190 	20679 	20132 	20357 	18648 	17601 
Y_GE65,F,MED_E,EUR,LV	4202 	3870 	3694 	3622 	3559 	3528 	3558 	3164 	2587 	2193 	1727 	1585 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,MK	: 	2227 	2039 	1942 	1778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,MT	10099 	10349 	9958 	9798 	9361 	8898 	8540 	8245 	7546 	7469 	7347 	6396 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,NL	18946 b	18900 	18740 	18682 	18284 	17717 	17714 	17341 	16473 	15359 	15115 	15065 	: 	: 	12469 	12270 	11291 	11092 	10887 	10281 	9622 
Y_GE65,F,MED_E,EUR,NO	34285 	36486 	38191 	37265 	35139 	29809 	26390 	27084 	25037 	22746 	21265 	19079 	19423 	19886 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,PL	5417 	5217 	4992 	4842 	4586 	4489 	3912 	4474 	3839 	3441 	3137 	2565 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,PT	7784 	7571 	7454 	7520 	7420 	7124 	7028 	6851 	6488 	6020 	5865 	5705 	5318 	: 	4728 	4404 	3968 	3658 	3591 	3332 	3112 
Y_GE65,F,MED_E,EUR,RO	2214 	2133 	2014 	1914 	1977 	1972 	1860 	1892 	1575 	1196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,RS	2565 	2550 	2333 	2295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,SE	18708 	19187 b	21264 	20620 	18749 	16571 	14704 	15616 	15414 	14568 	14056 	13710 	13136 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,SI	10539 	10684 	10316 	9865 	10074 	9835 	9721 	9793 	8753 	8139 	7600 	7176 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,SK	6347 	6267 	6142 	5977 	5696 	5455 	5171 	4616 	3794 	3195 	2772 	2373 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,TR	: 	3467 	3630 	3668 	3218 	3437 	2917 	3215 	3073 	2923 	2625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,EUR,UK	18422 	18447 	17781 	16365 	16685 b	14106 	13867 	13124 	14271 	16119 	14689 	14142 	: 	: 	13192 	11814 	10750 	10019 	8184 	7426 	7130 
Y_GE65,F,MED_E,NAC,AT	22029 	21721 	21192 	20150 	19756 	18980 	18283 	17396 	16429 b	16480 	16122 	16358 	15401 	14092 	12257 	12264 	11758 	11775 	11192 	11619 	11343 
Y_GE65,F,MED_E,NAC,BE	17418 	17275 	16783 	16640 	15295 	15005 	14864 	14625 	13678 	13304 	12699 	12428 	12280 	11886 	11899 	11601 	11006 	11027 	10709 	10412 	10062 
Y_GE65,F,MED_E,NAC,BG	4767 b	4575 	5225 	4346 	4043 	4105 	4303 	3557 	2936 	2221 	2136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,NAC,CH	37713 	38657 	36976 b	37432 	36241 	34893 	35999 	33792 	34557 	36360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,NAC,CY	11097 	10766 	10507 	12103 	11692 	11229 	10605 	9913 	5538 b	5303 	4851 	4400 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,NAC,CZ	174152 	168089 	166020 	163730 	161009 	154900 	152755 	145213 	134168 	126080 	117756 	112211 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y_GE65,F,MED_E,NAC,DE	18094 	17918 	17386 	17295 	17345 	17167 	16756 	16223 	16029 	15291 	14358 	14950 	: 	: 	14245 	13834 	14078 	13671 	13234 	12519 	11925 
Y_GE65,F,MED_E,NAC,DK	167438 	167648 	165110 	158838 	156196 	153243 b	141326 	135824 	130867 	127246 	123937 	118659 	114982 	110932 	: 	: 	: 	: 	: 	: 	: 
